Date,Headline,Sentence
"OCTOBER 3, 2019",Apple chief weighs in against setting up digital currency,"Apple Inc Chief Executive Tim Cook has weighed in against launching an Apple cryptocurrency, saying in remarks published on Thursday that companies should not be trying to gain power by establishing competing currencies."
"OCTOBER 3, 2019","Apple CEO sees U.S.-China trade deal, hopes tariffs dropped",Apple's chief executive Tim Cook said in an interview published in a French newspaper on Thursday that he was hopeful the United States and China would reach a trade deal and it was vital for both countries to go back on their mutual tariffs.
"OCTOBER 2, 2019","Apple CEO Cook opposes Trump, backs 'dreamer' immigrants in Supreme Court",Apple Inc CEO Tim Cook on Wednesday filed a brief at the U.S. Supreme Court opposing President Donald Trump's effort to end a program that protects from deportation hundreds of thousands of immigrants who were brought into the United States illegally as children.
"OCTOBER 1, 2019","Japan shares gain as tankan less downbeat than expected, Navarro eases trade fears","Japanese stocks rose on Tuesday as deterioration in the Bank of Japan's tankan survey was less than expected, and gains were led by blue-chip exporters and Apple-related shares."
"SEPTEMBER 30, 2019","Tokyo stocks lifted by blue-chip exporters, Apple-related names","Japanese shares rose on Tuesday, shrugging off signs of worsening confidence among big manufacturers, with blue-chip exporters and Apple-related issues leading the gains."
"SEPTEMBER 30, 2019",Apple and Microsoft push Wall Street higher as trade worries abate,"U.S. stocks climbed on Monday, helped by gains in Apple, Microsoft and Merck & Co, as investors set aside worries about the U.S.-China trade war."
"SEPTEMBER 30, 2019","US STOCKS SNAPSHOT-Wall Street ends higher on back of buoyant Apple, Microsoft","U.S. stocks rose on Monday, helped by gains in Apple, Microsoft and Merck & Co as investors set aside worries about the U.S.-China trade war."
"SEPTEMBER 30, 2019",US STOCKS-Apple and Merck drive Wall Street higher as trade worries abate,"* Apple up on JPM's iPhone volume forecast raise, Cook's comments"
"SEPTEMBER 30, 2019",US STOCKS-Apple-led tech rally drives Wall Street higher,"* Apple up on JPM's iPhone volume forecast raise, Cook's comments"
"SEPTEMBER 30, 2019",US STOCKS SNAPSHOT-Wall Street opens higher on Apple boost,"Wall Street's main indexes opened higher on Monday, lifted by Apple Inc, as investors shrugged off last week's reports that Washington was considering delisting Chinese companies from U.S. stock exchanges."
"SEPTEMBER 27, 2019",Apple will seek theater deals for movies before streaming: WSJ,"Apple Inc plans to give its feature-length film productions extended theatrical releases before making them available on its streaming TV service, the Wall Street Journal reported on Friday."
"SEPTEMBER 26, 2019","Apple supplier Japan Display loses out on Chinese funds, bailout at risk","Apple Inc <AAPL.O> supplier Japan Display Inc <6740.T> said on Thursday that Chinese investment firm Harvest Group would withdraw from a bailout of the cash-strapped smartphone screen maker, increasing the chance of the 80 billion yen ($743 million) deal collapsing."
"SEPTEMBER 26, 2019",Chinese fund Harvest declines financial support for Apple supplier Japan Display - Nikkei,"Japan Display Inc has been informed by Chinese investment firm Harvest Group that it will not provide financial support to the cash-strapped Apple Inc supplier, the Nikkei said on Thursday. (Reporting by Takashi Umekawa; Editing by Clarence Fernandez)"
"SEPTEMBER 23, 2019","US STOCKS-Wall St edges higher with Apple, though economic data mixed",* Sept flash services jobs shrink for the first time in 9-1/2 yrs
"SEPTEMBER 23, 2019","Oprah picks slavery novel for Apple TV book venture, says done with talk shows",Oprah Winfrey on Monday announced the first pick of her revamped popular book club with Apple's new television streaming service but made clear she had no plans to return to hosting a regular TV talk show.
"SEPTEMBER 23, 2019",Apple to make new Mac Pro PCs in U.S. after some tariff exemptions,"Apple Inc <AAPL.O> said on Monday it will make new Mac Pro desktop computers at its Austin, Texas facility, following some relief on tariffs by the U.S. government."
"SEPTEMBER 19, 2019",Wall Street mixed as Microsoft climbs and Apple dips,"Wall Street ended mixed on Thursday, with a gain in Microsoft offsetting a dip in Apple, a day after the Federal Reserve cut interest rates as expected and left the door open for further monetary easing."
"MARCH 2, 2016","US STOCKS SNAPSHOT-Wall Street ends mixed as Microsoft, Apple offset","Wall Street ended mixed on Thursday, with a dip in Apple Inc shares offsetting a gain in Microsoft Corp shares a day after the Federal Reserve cut interest rates as expected and left the door open for further monetary easing."
"SEPTEMBER 18, 2019","Huawei talks up own apps with Mate 30 challenge to Apple, Samsung","Huawei [HWT.UL] unveiled its new smartphones to challenge Apple's <AAPL.O> iPhone 11 on Thursday, talking up slick design and best-in-class features while playing down concerns about the lack of access to Google's <GOOGL.O> popular apps."
"SEPTEMBER 19, 2019",Huawei seeks to upstage Apple with Mate 30 smartphone launch,"Huawei [HWT.UL] launched its Mate 30 range of smartphones on Thursday, saying its cameras were superior, its wraparound screen brighter and its dimensions more compact than Apple's iPhone 11 Pro Max launched last week."
"SEPTEMBER 18, 2019",Apple taps recycled rare earth elements for iPhone parts,"Apple Inc's new iPhones will use recycled rare earth elements in a key component, the company said on Wednesday."
"SEPTEMBER 18, 2019",Apple taps recycled rare earth elements for iPhone parts,"Apple Inc's new iPhones will used recycled rare earth elements in a key component, the company said on Wednesday."
"SEPTEMBER 16, 2019",Apple says $14 billion EU tax order 'defies reality and common sense',"The European Union's order to Apple to pay 13 billion euros ($14 billion) in back taxes ""defies reality and common sense"", the U.S. firm said as the two sides sparred in a case key to the EU's crackdown on sweetheart deals to multinationals."
"SEPTEMBER 17, 2019",Apple awards iPhone supplier Corning $250 million from U.S. manufacturing fund,Apple Inc on Tuesday said it would award Corning Inc $250 million from a $5 billion fund dedicated to U.S. advanced manufacturing.
"SEPTEMBER 16, 2019",Order checks for Apple's new iPhone bode well: analysts,"Pre-orders for Apple Inc's latest iPhones have gotten off to a better start than the last cycle a year ago, several Wall Street analysts said on Monday, citing their own research data."
"SEPTEMBER 16, 2019","In a surprise move, Foxconn's Gou drops Taiwan's presidential bid","Terry Gou, founder of Apple supplier Foxconn <2317.TW>, in a surprise move on Monday said he will not contest in Taiwan's 2020 presidential election."
"SEPTEMBER 15, 2019",Apple TV+ premieres with star-studded period drama 'Dickinson' at Tribeca Festival,"Apple TV+ premiered its first show at the Tribeca TV Festival on Saturday, flaunting feminist snark, lavish period costumes and a star-studded cast in ""Dickinson,"" a series that sheds a modern light on the life of an iconic American poet."
"SEPTEMBER 13, 2019",Disney CEO Bob Iger resigns from Apple board as TV battle looms,Apple Inc <AAPL.O> said on Friday that Walt Disney Co <DIS.N> Chief Executive Officer Bob Iger had resigned from the company's board of directors on Sept. 10 as the two companies prepare to compete head-to-head in the streaming television business.
"SEPTEMBER 13, 2019",Apple's app store eyed in U.S. Congress antitrust probe,The U.S. House Judiciary Committee on Friday requested information from Apple Inc Chief Executive Tim Cook as part of an investigation of competition in digital markets.
"SEPTEMBER 13, 2019","Apple, Facebook, Amazon, Google emails demanded in U.S. House panel probe","A U.S. House of Representatives panel on Friday demanded internal emails, detailed financial information and other company records from top executives of Amazon.com Inc., Facebook Inc, Apple Inc, and Alphabet Inc's Google, widening the antitrust probe of Big Tech."
"SEPTEMBER 13, 2019",Apple has sour reaction to Goldman Sachs' analyst note,Apple Inc <APPL.O> struck out at a Goldman Sachs Group Inc <GS.N> analyst on Friday in a relatively rare public dust-up between a blue chip Wall Street firm and its client.
"SEPTEMBER 13, 2019",Disney CEO Bob Iger resigns from Apple board,Apple Inc said https://www.sec.gov/ix?doc=/Archives/edgar/data/320193/000032019319000093/a8-kseptember201991019.htm on Friday Walt Disney Co Chief Executive Officer Bob Iger had resigned from the company's board of directors on Sept. 10. (Reporting by Arjun Panchadar in...
"SEPTEMBER 13, 2019",US STOCKS-Wall Street mixed as trade hopes capped by Apple drop,"* China announces tariff exemptions, Trump open to interim deal"
"SEPTEMBER 13, 2019","US STOCKS-Apple, Broadcom keep Wall Street gains in check",* Trump says potentially open to interim trade deal with China
"SEPTEMBER 13, 2019","US STOCKS-Apple, Broadcom rein in Wall Street gains on trade optimism",* Trump says potentially open to interim trade deal with China
"SEPTEMBER 13, 2019","US STOCKS-Apple, Broadcom hold back Wall Street gains",* Trump says potentially open to interim trade deal with China
"SEPTEMBER 12, 2019",Apple's new iPhones shift smartphone camera battleground to AI,"When Apple Inc <AAPL.O> introduced its triple-camera iPhone this week, marketing chief Phil Schiller waxed on about the device's ability to create the perfect photograph by weaving it together with eight separate exposures captured before the main shot, a feat of ""computational..."
"SEPTEMBER 11, 2019","Apple may steal Netflix streaming crown, but only for a year","Apple Inc's move to offer a free TV+ subscription for a year with every new device may briefly crown the iPhone maker as the biggest streaming service by user numbers, leapfrogging Netflix Inc."
"SEPTEMBER 11, 2019","US STOCKS-Wall Street rises on Apple, trade optimism","* Indexes up: Dow 0.37%, S&P 500 0.39%, Nasdaq 0.76% (Updates market action, adds comments)"
"SEPTEMBER 11, 2019","Apple's new, lower priced iPhone draws tepid response in Asia","Apple Inc's <AAPL.O> new, lower priced iPhone that comes with a faster processor but lacks 5G technology disappointed Asia, where cheaper and feature-packed handsets from rivals are already available."
